,RC1A,RC1A,RC1A,RC2A,RC2A,RC2A,RC3A,RC3A,RC3A,RC4A,RC4A,RC4A,RC5A,RC5A,RC5A,RC6A,RC6A,RC6A,RC7A,RC7A,RC7A,TotalA,TotalA,TotalA,RC1B,RC1B,RC1B,RC2B,RC2B,RC2B,RC3B,RC3B,RC3B,RC4B,RC4B,RC4B,RC5B,RC5B,RC5B,RC6B,RC6B,RC6B,RC7B,RC7B,RC7B,TotalB,TotalB,TotalB
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
Session Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3.5714285714285716,1.2224996910042534,14,2.857142857142857,1.0994504121565505,14,3.2857142857142856,1.3259870882635918,14,2.857142857142857,1.167320591199077,14,3.642857142857143,0.6333236937766509,14,3.0714285714285716,1.2066664642907567,14,3.142857142857143,1.027105182026191,14,22.071428571428573,7.141043725850268,14,4.357142857142857,0.49724515809884684,14,3.9285714285714284,0.6157279262148818,14,4.142857142857143,0.5345224838248491,14,3.2142857142857144,0.5789342235218393,14,3.7857142857142856,0.8017837257372731,14,3.5,1.286019499792345,14,3.857142857142857,0.7703288865196432,14,26.785714285714285,4.079565803226752,14
1,4.076923076923077,0.49354811679282456,13,2.8461538461538463,0.6887372317211946,13,3.8461538461538463,0.6887372317211945,13,3.3076923076923075,0.9473309334313419,13,3.8461538461538463,0.6887372317211944,13,2.8461538461538463,0.9870962335856492,13,3.4615384615384617,0.6602252917735247,13,24.23076923076923,3.2952957923340294,13,4.384615384615385,0.5063696835418333,13,4.076923076923077,0.75955452531275,13,4.538461538461538,0.5188745216627707,13,3.923076923076923,0.6405126152203485,13,3.6153846153846154,0.869718492622904,13,4.076923076923077,0.7595545253127501,13,3.769230769230769,0.7250110520819842,13,28.384615384615383,3.014920163079545,13
4,3.9310344827586206,0.8422348876123157,29,2.9655172413793105,0.7310832774866962,29,3.7241379310344827,0.7971624553976225,29,3.1379310344827585,0.8752198879234571,29,3.0344827586206895,0.9056473068115287,29,2.793103448275862,0.9775812112712385,29,3.4827586206896552,0.7847060257179306,29,19.137931034482758,3.440557865179035,29,4.413793103448276,0.5012300141587652,29,4.137931034482759,0.5157614295551274,29,4.344827586206897,0.5526470114022354,29,4.172413793103448,0.601721667814315,29,3.206896551724138,0.9775812112712385,29,3.8275862068965516,0.7591802683177136,29,4.172413793103448,0.5391107438074944,29,28.275862068965516,3.2059827078686354,29
8,3.5384615384615383,0.7060180864974624,26,2.8461538461538463,0.6126863923612269,26,3.5384615384615383,0.7605665904189709,26,3.269230769230769,0.7775701798650619,26,3.5384615384615383,0.7060180864974623,26,2.8461538461538463,0.8805592628464114,26,3.5,0.6480740698407861,26,21.653846153846153,3.4979114647721734,26,4.653846153846154,0.4851645240375838,26,4.269230769230769,0.6667948594698256,26,4.615384615384615,0.4961389383568337,26,4.6923076923076925,0.4706787243316415,26,4.115384615384615,0.65280460028545,26,4.423076923076923,0.7575263387144727,26,4.461538461538462,0.5817744738827396,26,31.23076923076923,3.102356424496609,26
